name|city|lat|long|avgPrice
The Ritz-Carlton, Los Angeles|Los Angeles, CA|34.04530|-118.26696| 795.88235
JW Marriott Los Angeles L.A. LIVE|Los Angeles, CA|34.04530|-118.26648| 320.00000
Sheraton Grand Los Angeles|Los Angeles, CA|34.04771|-118.25830| 279.00000
Freehand Los Angeles|Los Angeles, CA|34.04487|-118.25676| 183.88235
Millennium Biltmore Los Angeles|Los Angeles, CA|34.04930|-118.25352| 212.35294
Conrad Los Angeles|Los Angeles, CA|34.05514|-118.24851| 461.00000
citizenM Los Angeles Downtown|Los Angeles, CA|34.04903|-118.24830| 173.00000
DoubleTree by Hilton Hotel Los Angeles Downtown|Los Angeles, CA|34.05050|-118.24271| 192.29412
Hilton Long Beach Hotel|Long Beach, CA|33.76803|-118.20137| 216.00000
Residence Inn By Marriott Long Beach|Long Beach, CA|33.75881|-118.20123| 198.00000
Hotel Maya - a Doubletree by Hilton Hotel|Long Beach, CA|33.75709|-118.19866| 360.00000
|Long Beach, CA|33.76902|-118.19160|  69.00000
Hyatt Regency Long Beach|Long Beach, CA|33.76316|-118.19095| 266.00000
The Westin Long Beach|Long Beach, CA|33.76709|-118.18901| 216.00000
Best Western Plus Hotel At The Convention Center|Long Beach, CA|33.76847|-118.18599| 157.00000
Vagabond Inn Convention Center Long Beach|Long Beach, CA|33.76813|-118.18194| 101.00000
Courtyard by Marriott Old Pasadena|Pasadena, CA|34.14873|-118.15028| 206.00000
Sheraton Pasadena Hotel|Pasadena, CA|34.14295|-118.14422| 185.00000
Hyatt Place Pasadena|Pasadena, CA|34.14493|-118.14189| 238.00000
Hilton Pasadena|Pasadena, CA|34.14269|-118.14091| 194.00000
Langham Huntington, Pasadena, Los Angeles|Los Angeles, CA|34.12075|-118.13342| 404.18519
Langham Huntington, Pasadena, Los Angeles|Pasadena, CA|34.12075|-118.13342| 435.00000
Conrad Los Angeles|Pasadena, CA|34.14980|-118.13269| 461.00000
Hotel Current|Long Beach, CA|33.78172|-118.13037| 203.00000
Del Mar Motel|Los Angeles, CA|34.04846|-118.09869|  82.00000
Hotel Le Rêve Pasadena|Pasadena, CA|34.14644|-118.08271| 124.00000
Disneyland Hotel|Anaheim, CA|33.81253|-117.92742| 514.00000
Disney's Paradise Pier Hotel|Anaheim, CA|33.80622|-117.92491| 408.00000
Eden Roc Inn & Suites|Anaheim, CA|33.80219|-117.92358| 148.00000
The Westin Anaheim Resort|Anaheim, CA|33.80212|-117.92242| 315.00000
Anaheim Majestic Garden Hotel|Anaheim, CA|33.81958|-117.92103| 173.00000
Hilton Anaheim|Anaheim, CA|33.80054|-117.91842| 172.00000
Anaheim Marriott Hotel|Anaheim, CA|33.79904|-117.91830| 194.00000
Hyatt Regency Orange County|Anaheim, CA|33.78958|-117.91685| 170.00000
DoubleTree by Hilton Anaheim - Orange County|Anaheim, CA|33.79653|-117.91593| 125.00000
Hyatt Place at Anaheim Resort/Convention Center|Anaheim, CA|33.79808|-117.91587| 165.00000
|Anaheim, CA|33.83475|-117.91173|  69.00000
Cambria Hotel Anaheim Resort Area|Anaheim, CA|33.80442|-117.90614| 165.00000
Sonesta Anaheim Resort Area|Anaheim, CA|33.80029|-117.90126| 154.00000
Embassy Suites by Hilton Anaheim Orange|Anaheim, CA|33.84703|-117.85227| 163.00000
All Seasons Motel|Spokane, WA|47.64164|-117.58488| 100.00000
Willow Springs Motel|Cheney, WA|47.48942|-117.57172|  74.50000
SpringHill Suites by Marriott Corona Riverside|Riverside, CA|33.85044|-117.53593| 138.00000
Ayres Hotel Corona East|Riverside, CA|33.88779|-117.51850| 164.00000
Rodeway Inn Riverside|Riverside, CA|33.90925|-117.46518|  76.00000
Tiki Lodge|Spokane, WA|47.65497|-117.43274|  71.00000
Spokane Club|Spokane, WA|47.65925|-117.42720| 130.00000
Montvale Hotel|Spokane, WA|47.65633|-117.42691| 148.00000
Hotel Ruby|Spokane, WA|47.65630|-117.42527| 125.00000
Baymont by Wyndham Spokane|Spokane, WA|47.65315|-117.42520| 103.00000
Oxford Suites Downtown Spokane|Spokane, WA|47.66356|-117.41238| 181.00000
Apple Tree Inn|Spokane, WA|47.74430|-117.41045|  75.00000
Rodeway Inn & Suites Spokane Valley|Spokane, WA|47.66419|-117.31874|  82.00000
Residence Inn by Marriott Riverside Moreno Valley|Riverside, CA|33.93275|-117.27745| 458.00000
Riverside Inn & Suites|Riverside, CA|33.93235|-117.27706|  90.00000
La Valencia Hotel|San Diego, CA|32.84863|-117.27361| 477.00000
La Quinta Inn & Suites by Wyndham Moreno Valley|Riverside, CA|33.93985|-117.25951| 105.00000
Pacific Terrace Hotel|San Diego, CA|32.79953|-117.25782| 534.00000
Tower23 Hotel|San Diego, CA|32.79693|-117.25646| 511.00000
The Lodge at Torrey Pines|San Diego, CA|32.90348|-117.24452| 787.00000
Paradise Point Resort & Spa|San Diego, CA|32.77508|-117.23909| 445.00000
Hotel Aqua Mar|San Diego, CA|32.72659|-117.22807|  89.00000
Heritage Inn San Diego|San Diego, CA|32.75618|-117.21899|  91.33333
Mission Bay Inn San Diego|San Diego, CA|32.80724|-117.21811| 100.00000
Wyndham Garden San Diego Near SeaWorld|San Diego, CA|32.75399|-117.21550| 123.00000
Travelodge by Wyndham San Diego SeaWorld|San Diego, CA|32.74743|-117.20733|  90.00000
Comfort Inn San Diego Old Town|San Diego, CA|32.74938|-117.19460| 109.00000
Hampton Inn San Diego/ Mission Valley|San Diego, CA|32.75831|-117.18227| 156.75000
Hotel Marisol Coronado|San Diego, CA|32.68478|-117.18030| 351.00000
DoubleTree by Hilton San Diego - Hotel Circle|San Diego, CA|32.75839|-117.17681| 143.00000
Kings Inn San Diego|San Diego, CA|32.75856|-117.17513| 124.11111
California Suites Hotel|San Diego, CA|32.83379|-117.17460| 111.00000
Handlery Hotel|San Diego, CA|32.76125|-117.17250| 157.00000
Springhill Suites San Diego Downtown/Bayfront|San Diego, CA|32.71689|-117.17178| 374.00000
Legacy Resort Hotel & Spa|San Diego, CA|32.75935|-117.17069| 168.00000
Super 8 by Wyndham San Diego Hotel Circle|San Diego, CA|32.75996|-117.16633|  76.00000
Best Western Seven Seas|San Diego, CA|32.76075|-117.16589| 119.66667
DoubleTree by Hilton Hotel San Diego - Mission Valley|San Diego, CA|32.76988|-117.16026| 178.33333
Pendry San Diego|San Diego, CA|32.70977|-117.15965| 397.88889
Hard Rock Hotel San Diego|San Diego, CA|32.70776|-117.15944| 216.00000
Omni San Diego Hotel|San Diego, CA|32.70682|-117.15873| 222.00000
San Diego Marriott Gaslamp Quarter|San Diego, CA|32.70860|-117.15873| 171.00000
Hilton San Diego Mission Valley|San Diego, CA|32.76350|-117.15666| 144.00000
Hotel Del Sol|Riverside, CA|33.49852|-117.15243| 109.00000
Residence Inn Pullman|Pullman, WA|46.73899|-117.15119| 131.00000
Sheraton Mission Valley San Diego Hotel|San Diego, CA|32.76501|-117.15053| 957.00000
Courtyard by Marriott Pullman|Pullman, WA|46.73995|-117.15026| 122.00000
Courtyard by Marriott San Diego Central|San Diego, CA|32.82584|-117.14252| 171.00000
Berkshire Motor Hotel|San Diego, CA|32.75559|-117.13738| 116.00000
Rodeway Inn National City San Diego South|San Diego, CA|32.67718|-117.10835|  78.22222
National City Motel|San Diego, CA|32.67800|-117.10832|  79.12500
Ramada by Wyndham San Diego National City|San Diego, CA|32.67616|-117.10726| 121.00000
HI San Diego Downtown|San Diego, CA|33.11901|-117.08755| 123.00000
Days Inn by Wyndham Mission Valley Qualcomm Stadium/ SDSU|San Diego, CA|32.78192|-117.08448|  96.00000
Rodeway Inn San Diego Near SDSU|San Diego, CA|32.78114|-117.08210|  89.00000
Lamplighter Inn & Suites at SDSU|San Diego, CA|32.76662|-117.05995| 137.00000
Rodeway Inn Lemon Grove San Diego East|San Diego, CA|32.74300|-117.03717|  84.88889
Motel 6 La Mesa, CA|San Diego, CA|32.77292|-117.03322|  88.00000
Motel 6 La Mesa, CA - San Diego|San Diego, CA|32.77292|-117.03322|  84.00000
Heritage Inn La Mesa|San Diego, CA|32.77315|-117.02779|  89.22222
Best Western Plus La Mesa San Diego|San Diego, CA|32.78006|-116.99169| 121.00000
Motel 6 El Cajon, CA - San Diego|San Diego, CA|32.80187|-116.96447|  84.00000
Northgate Motel|San Diego, CA|32.79984|-116.96192| 112.00000
Motel 6 Riverside, CA - South|Riverside, CA|33.81363|-116.54425|  94.00000
Hyatt Place Boise/Towne Square|Boise, ID|43.61319|-116.28526| 141.00000
Oxford Suites Boise|Boise, ID|43.59170|-116.27961| 156.00000
Boise Inn|Boise, ID|43.61926|-116.23216|  78.00000
Budget Inn Boise|Boise, ID|43.62110|-116.22194| 112.00000
Airport Inn|Boise, ID|43.56989|-116.21405| 112.00000
Cabana Inn|Boise, ID|43.62099|-116.21313|  96.00000
Quality Inn Airport|Boise, ID|43.56987|-116.21229| 109.00000
Hilton Garden Inn Boise Downtown, ID|Boise, ID|43.61655|-116.21042| 133.00000
Modern Hotel|Boise, ID|43.61841|-116.21042| 202.00000
Motel 6 Boise, ID - Airport|Boise, ID|43.56911|-116.21026|  85.00000
Inn America - Boise|Boise, ID|43.56881|-116.20956| 102.00000
Hotel 43|Boise, ID|43.61556|-116.20664| 225.00000
Hampton Inn & Suites Boise-Downtown|Boise, ID|43.61227|-116.20534| 144.00000
Hyatt Place Boise/Downtown|Boise, ID|43.61884|-116.20483| 157.00000
Inn at 500 Capitol|Boise, ID|43.61132|-116.20469| 259.00000
The Grove Hotel|Boise, ID|43.61409|-116.20405| 225.00000
Home2 Suites Boise Downtown|Boise, ID|43.61281|-116.20221| 143.00000
SpringHill Suites by Marriott Boise ParkCenter|Boise, ID|43.59463|-116.17731| 141.00000
Homewood Suites by Hilton Las Vegas City Center|Las Vegas, NV|36.10609|-115.18211| 367.00000
ARIA Resort & Casino|Las Vegas, NV|36.10703|-115.17798| 391.00000
Bellagio|Las Vegas, NV|36.11311|-115.17701| 513.58621
Caesars Palace|Las Vegas, NV|36.11663|-115.17676| 455.03448
NoMad Las Vegas|Las Vegas, NV|36.10474|-115.17651| 488.34483
Grandview at Las Vegas|Las Vegas, NV|36.00913|-115.17580| 407.00000
Excalibur Hotel & Casino|Las Vegas, NV|36.09887|-115.17561| 108.62069
Park MGM Las Vegas|Las Vegas, NV|36.10476|-115.17538| 273.26087
Nobu Hotel at Caesars Palace|Las Vegas, NV|36.11671|-115.17519| 568.03448
Waldorf Astoria Las Vegas|Las Vegas, NV|36.10616|-115.17435| 446.10345
The Cosmopolitan Of Las Vegas|Las Vegas, NV|36.11016|-115.17409| 335.37931
Best Western Plus Casino Royale - Center Strip|Las Vegas, NV|36.12073|-115.17165| 442.00000
The LINQ Hotel + Experience|Las Vegas, NV|36.11836|-115.17026| 169.00000
Bally's Las Vegas|Las Vegas, NV|36.11378|-115.16901| 162.45833
Las Vegas Hilton at Resorts World|Las Vegas, NV|36.13516|-115.16667| 201.00000
Conrad Las Vegas at Resorts World|Las Vegas, NV|36.13448|-115.16566| 402.50000
Wynn Las Vegas|Las Vegas, NV|36.12662|-115.16540| 349.13793
Encore at Wynn Las Vegas|Las Vegas, NV|36.12893|-115.16536| 411.00000
Ellis Island Hotel|Las Vegas, NV|36.11219|-115.16345|  80.33333
SAHARA Las Vegas|Las Vegas, NV|36.14435|-115.15678| 183.00000
Plaza Hotel & Casino|Las Vegas, NV|36.17139|-115.14721|  83.00000
Golden Gate Hotel and Casino|Las Vegas, NV|36.17124|-115.14621|  78.58621
California Hotel and Casino|Las Vegas, NV|36.17310|-115.14483| 479.00000
the D Las Vegas|Las Vegas, NV|36.16945|-115.14301|  71.20833
Downtown Grand Las Vegas|Las Vegas, NV|36.17186|-115.14143|  89.08333
Desert Moon Motel|Las Vegas, NV|36.16368|-115.12650| 108.00000
Arizona Charlie's Boulder|Las Vegas, NV|36.12406|-115.07554|  82.82759
Centro Motel|Calgary, Canada|51.07032|-114.16037|  63.00000
Days Inn by Wyndham Missoula Airport|Missoula, MT|46.95344|-114.13005|  82.00000
Comfort Inn & Suites University|Calgary, Canada|51.07002|-114.11587|  75.00000
Ramada Limited Calgary Northwest|Calgary, Canada|51.06972|-114.11540|  62.00000
Blue Mountain Bed & Breakfast|Missoula, MT|46.80652|-114.10253| 222.00000
StoneCreek Lodge|Missoula, MT|46.92128|-114.07163| 170.00000
Hotel Arts|Calgary, Canada|51.04129|-114.06489| 184.00000
Hyatt Regency Calgary|Calgary, Canada|51.04618|-114.06261| 201.00000
Best Western Plus Calgary Centre Inn|Calgary, Canada|51.02233|-114.05929| 108.00000
Hilton Garden Inn Calgary Downtown|Calgary, Canada|51.04596|-114.05371| 149.00000
Alt Hotel Calgary East Village|Calgary, Canada|51.04729|-114.04933| 143.00000
Super 8 by Wyndham Missoula/Brooks Street|Missoula, MT|46.83605|-114.04407|  83.00000
Courtyard by Marriott Missoula|Missoula, MT|46.90737|-114.04015| 143.00000
Quality Inn & Suites|Missoula, MT|46.90709|-114.03886| 100.00000
Hilton Garden Inn Missoula|Missoula, MT|46.90486|-114.03723| 147.00000
Econo Lodge Missoula|Missoula, MT|46.91130|-114.03664|  98.00000
My Place Hotel - Missoula, MT|Missoula, MT|46.91528|-114.03633| 118.00000
La Quinta Inn by Wyndham Missoula|Missoula, MT|46.91230|-114.03627| 114.00000
Sleep Inn Missoula|Missoula, MT|46.83907|-114.03622| 108.00000
Brooks Street Motor Inn|Missoula, MT|46.83999|-114.03266|  71.50000
Best Western Plus Port O'Call Hotel|Calgary, Canada|51.09123|-114.01256| 115.00000
Red Lion Inn & Suites Missoula|Missoula, MT|46.87522|-114.00341|  97.00000
Residence Inn by Marriott Missoula Downtown|Missoula, MT|46.87021|-113.99434| 176.00000
City Center Motel|Missoula, MT|46.87117|-113.98982|  98.00000
Motel 6 Missoula, MT|Missoula, MT|46.87033|-113.98615|  95.00000
Comfort Inn|Missoula, MT|46.86679|-113.97929| 141.00000
Thriftlodge Edmonton|Edmonton, Canada|53.54198|-113.69177|  60.00000
Hyatt Place Edmonton-West|Edmonton, Canada|53.53856|-113.63312|  98.00000
Quality Inn West Edmonton|Edmonton, Canada|53.54046|-113.62835|  83.00000
Fantasyland Hotel|Edmonton, Canada|53.52202|-113.62777| 195.00000
Comfort Inn West Edmonton|Edmonton, Canada|53.53864|-113.62484|  75.00000
DoubleTree by Hilton Hotel West Edmonton|Edmonton, Canada|53.55487|-113.60772| 114.00000
Bedfort Inn & Suites|Edmonton, Canada|53.54194|-113.58926|  65.00000
Matrix Hotel|Edmonton, Canada|53.53901|-113.50433| 143.00000
Varscona Hotel on Whyte|Edmonton, Canada|53.51842|-113.50380| 126.00000
Comfort Inn & Suites Downtown Edmonton|Edmonton, Canada|53.53850|-113.50051|  81.00000
Metterra Hotel on Whyte|Edmonton, Canada|53.51837|-113.49964| 143.00000
Home2 Suites by Hilton Edmonton South|Edmonton, Canada|53.42205|-113.49657|  83.00000
JW Marriott Edmonton ICE District|Edmonton, Canada|53.54575|-113.49614| 254.00000
Chateau Motel|Edmonton, Canada|53.42016|-113.49473|  57.00000
Best Western Cedar Park Inn|Edmonton, Canada|53.48857|-113.49356|  75.00000
Chateau Lacombe Hotel|Edmonton, Canada|53.53910|-113.49344| 122.00000
Derrick Motel|Edmonton, Canada|53.47525|-113.49122|  60.00000
Economy Inn|Edmonton, Canada|53.47624|-113.49122|  60.00000
The Westin Edmonton|Edmonton, Canada|53.54209|-113.48947| 151.00000
Fairmont Hotel Macdonald|Edmonton, Canada|53.54030|-113.48942| 264.00000
Courtyard by Marriott Edmonton Downtown|Edmonton, Canada|53.54062|-113.48783|  94.00000
Radisson Hotel Edmonton South|Edmonton, Canada|53.51384|-113.41117| 134.00000
Hampton Inn Cedar City|Cedar City, UT|37.65786|-113.08346| 129.00000
Motel 6 Cedar City, UT|Cedar City, UT|37.68144|-113.08334|  56.00000
Ramada by Wyndham Cedar City|Cedar City, UT|37.67992|-113.08318|  83.00000
Super 8 by Wyndham Cedar City|Cedar City, UT|37.67974|-113.08189|  67.00000
SpringHill Suites by Marriott Cedar City|Cedar City, UT|37.65111|-113.08184| 122.00000
Courtyard Cedar City Marriott|Cedar City, UT|37.65484|-113.08052| 123.00000
La Quinta Inn & Suites by Wyndham Cedar City|Cedar City, UT|37.65342|-113.07845|  94.00000
Comfort Inn & Suites|Cedar City, UT|37.65626|-113.07805|  94.00000
Americas Best Value Inn Cedar City|Cedar City, UT|37.68330|-113.07790|  64.00000
Abbey Inn|Cedar City, UT|37.68185|-113.07550| 112.00000
Big Yellow Inn|Cedar City, UT|37.67309|-113.06708| 155.00000
Best Western Plus Cedar City|Cedar City, UT|37.68145|-113.06273|  98.00000
Magnuson Hotel Cedar City|Cedar City, UT|37.67416|-113.06244|  73.00000
Best Western Town & Country Inn|Cedar City, UT|37.68041|-113.06228|  88.00000
Rodeway Inn|Cedar City, UT|37.67173|-113.06088|  73.00000
Travelodge by Wyndham Cedar City|Cedar City, UT|37.72384|-113.05920|  53.00000
Super 8 by Wyndham Pocatello|Pocatello, ID|42.89954|-112.43297|  88.00000
Red Lion Hotel Pocatello|Pocatello, ID|42.89740|-112.43236| 102.00000
TownePlace Suites by Marriott Pocatello|Pocatello, ID|42.87778|-112.41900| 114.00000
Tru By Hilton Phoenix Glendale Westgate, AZ|Glendale, AZ|33.53125|-112.26562| 317.66667
Residence Inn Phoenix Glendale Sports & Entertainment District|Glendale, AZ|33.54214|-112.26034| 392.33333
Aloft Glendale at Westgate|Glendale, AZ|33.53637|-112.25928| 229.00000
3 Palms|Phoenix, AZ|33.46450|-112.21065|  95.00000
Travelodge by Wyndham Phoenix|Phoenix, AZ|33.46431|-112.16685|  76.00000
La Quinta Inn & Suites by Wyndham Phoenix I-10 West|Phoenix, AZ|33.46534|-112.16644| 131.00000
DoubleTree by Hilton Phoenix North|Phoenix, AZ|33.57916|-112.11974| 124.00000
Sheraton Crescent Hotel|Phoenix, AZ|33.56859|-112.11573| 141.00000
La Quinta Inn by Wyndham Phoenix North|Phoenix, AZ|33.47947|-112.11198|  91.00000
Motel 6 Phoenix, AZ - West|Phoenix, AZ|33.64060|-112.10979|  90.00000
The Clarendon Hotel and Spa|Phoenix, AZ|33.49107|-112.07954| 182.00000
Rise Uptown Hotel |Phoenix, AZ|33.50978|-112.07941| 196.00000
Hampton Inn Phoenix-Midtown-Downtown Area|Phoenix, AZ|33.48243|-112.07741| 132.00000
Hyatt Place Phoenix / Downtown|Phoenix, AZ|33.44969|-112.07618| 166.00000
Hilton Garden Inn Phoenix Midtown|Phoenix, AZ|33.49258|-112.07519| 124.00000
|Phoenix, AZ|33.44844|-112.07414|  96.00000
Residence Inn Phoenix Downtown|Phoenix, AZ|33.44639|-112.07411| 181.00000
Hilton Garden Inn Phoenix Downtown|Phoenix, AZ|33.45008|-112.07347| 152.00000
Renaissance Phoenix Downtown|Phoenix, AZ|33.44963|-112.07320| 210.00000
Hampton Inn & Suites Phoenix Downtown|Phoenix, AZ|33.45218|-112.07290| 143.00000
Hyatt Regency Phoenix|Phoenix, AZ|33.44985|-112.07184| 212.00000
Cambria Hotel Downtown Phoenix Convention Center|Phoenix, AZ|33.46020|-112.06989| 123.00000
Ramada by Wyndham Salt Lake City Airport Hotel|Salt Lake City, UT|40.77535|-112.02386|  86.00000
Quality Inn & Suites Airport West|Salt Lake City, UT|40.77548|-112.02300|  81.00000
Comfort Inn Ogden near Event Center|Ogden, UT|41.30502|-112.02298| 102.00000
Sleep Inn Ogden near Event Center|Ogden, UT|41.24569|-112.02056|  96.00000
Super 8 by Wyndham Salt Lake City Airport|Salt Lake City, UT|40.77230|-112.02045|  74.00000
Super 8 by Wyndham Ogden|Ogden, UT|41.23025|-112.01609|  76.00000
DoubleTree by Hilton Hotel Salt Lake City Airport|Salt Lake City, UT|40.77300|-112.01341| 151.50000
Microtel Inn & Suites by Wyndham Salt Lake City Airport|Salt Lake City, UT|40.77006|-112.00282|  90.00000
Hilton Phoenix Airport|Tempe, AZ|33.40410|-111.97968| 119.00000
Tru By Hilton Ogden, UT|Ogden, UT|41.22215|-111.97698| 118.00000
Courtyard by Marriott Ogden|Ogden, UT|41.22220|-111.97452| 146.00000
Hilton Garden Inn Ogden UT|Ogden, UT|41.22518|-111.97093| 143.00000
Hampton Inn & Suites Ogden|Ogden, UT|41.22250|-111.97090| 114.00000
Wyndham Phoenix Airport/Tempe|Tempe, AZ|33.41099|-111.97059| 115.00000
Comfort Suites Phoenix Airport|Tempe, AZ|33.41023|-111.96914| 113.00000
Extend A Suites Tempe|Tempe, AZ|33.34995|-111.96555|  80.00000
Embassy Suites Salt Lake/West Valley City|Salt Lake City, UT|40.69604|-111.96070| 155.00000
Comfort Suites Airport|Salt Lake City, UT|40.77324|-111.95061| 111.00000
The Westin Tempe|Tempe, AZ|33.42286|-111.93929| 173.00000
Hyatt House Tempe/Phoenix/University|Tempe, AZ|33.42371|-111.93002| 150.00000
Hyatt Place Tempe / Phoenix / University|Tempe, AZ|33.42345|-111.92990| 145.00000
3 Palms|Tempe, AZ|33.41925|-111.91953|  95.00000
Homewood Suites by Hilton Salt Lake City-Downtown|Salt Lake City, UT|40.76244|-111.90335| 139.00000
Courtyard Salt Lake City Downtown|Salt Lake City, UT|40.76682|-111.90097| 158.00000
Hyatt House Salt Lake City Downtown|Salt Lake City, UT|40.76648|-111.90012| 141.00000
Sheraton Salt Lake City Hotel|Salt Lake City, UT|40.75900|-111.89597| 172.00000
DoubleTree Suites by Hilton Hotel Salt Lake City|Salt Lake City, UT|40.75686|-111.89468| 138.00000
Hyatt Regency Salt Lake City|Salt Lake City, UT|40.76574|-111.89463| 223.00000
Hilton Salt Lake City Center|Salt Lake City, UT|40.76390|-111.89326| 146.00000
Salt Lake Marriott Downtown at City Creek|Salt Lake City, UT|40.76774|-111.89313| 170.00000
Little America Hotel|Salt Lake City, UT|40.75799|-111.89193| 143.00000
The Grand America Hotel|Salt Lake City, UT|40.75740|-111.88888| 340.00000
Marriott City Center|Salt Lake City, UT|40.76433|-111.88859| 199.00000
Alaskan Inn|Ogden, UT|41.25097|-111.88282| 178.00000
MainStay Suites Salt Lake City Fort Union|Salt Lake City, UT|40.62426|-111.85270|  86.00000
La Quinta Inn & Suites by Wyndham Logan|Logan, UT|41.71652|-111.83644|  91.00000
Hampton Inn & Suites Logan|Logan, UT|41.73563|-111.83525| 114.00000
Days Inn & Suites by Wyndham Logan|Logan, UT|41.73998|-111.83511|  77.00000
