league|id|time|date|city|title|full|venue|ven_id|score|lat|long|t1|t2|t3|t4|low|med|high|name|xname
mlb|5785972|07:05 pm|2023-08-02|Arlington, TX|White Sox at Rangers|Chicago White Sox at Texas Rangers|Globe Life Field|487468|0.753|32.7472| -97.0838|Texas Rangers|Chicago White Sox|NA|NA| 19|  60|117802|MLB|MLB Baseball
mlb|5786693|06:38 pm|2023-08-07|Anaheim, CA|Giants at Angels|San Francisco Giants at Los Angeles Angels|Angel Stadium of Anaheim|    28|0.753|33.8003|-117.8830|Los Angeles Angels|San Francisco Giants|NA|NA| 13|  41|  2550|MLB|MLB Baseball
mlb|5787568|01:10 pm|2023-08-13|Phoenix, AZ|Padres at Diamondbacks|San Diego Padres at Arizona Diamondbacks|Chase Field|    30|0.674|33.4453|-112.0670|Arizona Diamondbacks|San Diego Padres|NA|NA| 21| 103|   364|MLB|MLB Baseball
mlb|5785000|07:05 pm|2023-08-02|Chicago, IL|Reds at Cubs|Cincinnati Reds at Chicago Cubs|Wrigley Field|    11|0.752|41.9475| -87.6562|Chicago Cubs|Cincinnati Reds|NA|NA| 21|  56|214749|MLB|MLB Baseball
mlb|5788307|07:10 pm|2023-08-04|Minneapolis, MN|Diamondbacks at Twins|Arizona Diamondbacks at Minnesota Twins|Target Field|  3712|0.752|44.9817| -93.2776|Minnesota Twins|Arizona Diamondbacks|NA|NA| 16|  65|   546|MLB|MLB Baseball
mlb|5788860|01:10 pm|2023-08-05|Detroit, MI|Rays at Tigers|Tampa Bay Rays at Detroit Tigers|Comerica Park|    12|0.750|42.3390| -83.0485|Detroit Tigers|Tampa Bay Rays|NA|NA| 33|  67|   335|MLB|MLB Baseball
mlb|5786204|07:10 pm|2023-08-11|Boston, MA|Tigers at Red Sox|Detroit Tigers at Boston Red Sox|Fenway Park|    21|0.750|42.3456| -71.0983|Boston Red Sox|Detroit Tigers|NA|NA| 44| 113|  1804|MLB|MLB Baseball
mlb|5787564|05:10 pm|2023-08-12|Phoenix, AZ|Padres at Diamondbacks|San Diego Padres at Arizona Diamondbacks|Chase Field|    30|0.749|33.4453|-112.0670|Arizona Diamondbacks|San Diego Padres|NA|NA| 37| 125|   400|MLB|MLB Baseball
mlb|5786008|03:05 pm|2023-08-19|Arlington, TX|Brewers at Rangers|Milwaukee Brewers at Texas Rangers|Globe Life Field|487468|0.748|32.7472| -97.0838|Texas Rangers|Milwaukee Brewers|NA|NA| 25|  76|  9407|MLB|MLB Baseball
mlb|5784996|07:05 pm|2023-08-01|Chicago, IL|Reds at Cubs|Cincinnati Reds at Chicago Cubs|Wrigley Field|    11|0.747|41.9475| -87.6562|Chicago Cubs|Cincinnati Reds|NA|NA| 21|  54|   796|MLB|MLB Baseball
mlb|5787240|07:10 pm|2023-08-07|Chicago, IL|Yankees at White Sox|New York Yankees at Chicago White Sox|Guaranteed Rate Field|  3715|0.747|41.8299| -87.6338|Chicago White Sox|New York Yankees|NA|NA| 16| 118|  1093|MLB|MLB Baseball
mlb|5787250|07:10 pm|2023-08-11|Chicago, IL|Brewers at White Sox|Milwaukee Brewers at Chicago White Sox|Guaranteed Rate Field|  3715|0.671|41.8299| -87.6338|Chicago White Sox|Milwaukee Brewers|NA|NA| 18| 128|   913|MLB|MLB Baseball
mlb|5788896|07:07 pm|2023-08-01|Toronto, Canada|Orioles at Blue Jays|Baltimore Orioles at Toronto Blue Jays|Rogers Centre|    17|0.746|43.6422| -79.3909|Toronto Blue Jays|Baltimore Orioles|NA|NA| 16|  51|  2142|MLB|MLB Baseball
mlb|5786236|07:10 pm|2023-08-28|Boston, MA|Astros at Red Sox|Houston Astros at Boston Red Sox|Fenway Park|    21|0.670|42.3456| -71.0983|Boston Red Sox|Houston Astros|NA|NA| 32|  82|  1804|MLB|MLB Baseball
mlb|5787955|07:05 pm|2023-08-08|Baltimore, MD|Astros at Orioles|Houston Astros at Baltimore Orioles|Oriole Park at Camden Yards|    25|0.669|39.2840| -76.6199|Baltimore Orioles|Houston Astros|NA|NA| 20|  51|   178|MLB|MLB Baseball
mlb|5785638|07:10 pm|2023-08-01|Houston, TX|Guardians at Astros|Cleveland Guardians at Houston Astros|Minute Maid Park|    20|0.744|29.7562| -95.3557|Houston Astros|Cleveland Guardians|NA|NA| 19|  73|117802|MLB|MLB Baseball
mlb|5785964|07:05 pm|2023-08-01|Arlington, TX|White Sox at Rangers|Chicago White Sox at Texas Rangers|Globe Life Field|487468|0.744|32.7472| -97.0838|Texas Rangers|Chicago White Sox|NA|NA| 17|  49|   575|MLB|MLB Baseball
mlb|5788313|01:10 pm|2023-08-06|Minneapolis, MN|Diamondbacks at Twins|Arizona Diamondbacks at Minnesota Twins|Target Field|  3712|0.743|44.9817| -93.2776|Minnesota Twins|Arizona Diamondbacks|NA|NA| 17|  66|   522|MLB|MLB Baseball
mlb|5785298|07:10 pm|2023-08-11|Flushing, NY|Braves at Mets|Atlanta Braves at New York Mets|Citi Field|     3|0.743|40.7564| -73.8459|New York Mets|Atlanta Braves|NA|NA| 20|  58| 12004|MLB|MLB Baseball
mlb|5786450|06:05 pm|2023-08-12|San Francisco, CA|Rangers at Giants|Texas Rangers at San Francisco Giants|Oracle Park|    22|0.742|37.7786|-122.3890|San Francisco Giants|Texas Rangers|NA|NA| 49| 115|  1205|MLB|MLB Baseball
mlb|5786468|12:45 pm|2023-08-16|San Francisco, CA|Rays at Giants|Tampa Bay Rays at San Francisco Giants|Oracle Park|    22|0.665|37.7786|-122.3890|San Francisco Giants|Tampa Bay Rays|NA|NA| 20|  76|  1205|MLB|MLB Baseball
mlb|5785692|06:10 pm|2023-09-03|Houston, TX|Yankees at Astros|New York Yankees at Houston Astros|Minute Maid Park|    20|0.740|29.7562| -95.3557|Houston Astros|New York Yankees|NA|NA| 56| 167|   710|MLB|MLB Baseball
mlb|5788093|07:05 pm|2023-08-16|Washington, DC|Red Sox at Nationals|Boston Red Sox at Washington Nationals|Nationals Park|  3713|0.663|38.8719| -77.0093|Washington Nationals|Boston Red Sox|NA|NA| 29|  72|   425|MLB|MLB Baseball
mlb|5787554|06:40 pm|2023-08-09|Phoenix, AZ|Dodgers at Diamondbacks|Los Angeles Dodgers at Arizona Diamondbacks|Chase Field|    30|0.738|33.4453|-112.0670|Arizona Diamondbacks|Los Angeles Dodgers|NA|NA| 37| 130|   459|MLB|MLB Baseball
mlb|5785038|01:20 pm|2023-08-19|Chicago, IL|Royals at Cubs|Kansas City Royals at Chicago Cubs|Wrigley Field|    11|0.737|41.9475| -87.6562|Chicago Cubs|Kansas City Royals|NA|NA| 33| 116|  6665|MLB|MLB Baseball
mlb|5786689|01:07 pm|2023-08-06|Anaheim, CA|Mariners at Angels|Seattle Mariners at Los Angeles Angels|Angel Stadium of Anaheim|    28|0.736|33.8003|-117.8830|Los Angeles Angels|Seattle Mariners|NA|NA|  8|  28|   634|MLB|MLB Baseball
mlb|5788287|12:35 pm|2023-08-02|Pittsburgh, PA|Tigers at Pirates|Detroit Tigers at Pittsburgh Pirates|PNC Park|    10|0.661|40.4472| -80.0064|Pittsburgh Pirates|Detroit Tigers|NA|NA| 24|  53|   287|MLB|MLB Baseball
mlb|5785306|07:10 pm|2023-08-16|Los Angeles, CA|Brewers at Dodgers|Milwaukee Brewers at Los Angeles Dodgers|Dodger Stadium|     1|0.612|34.0718|-118.2460|Los Angeles Dodgers|Milwaukee Brewers|NA|NA| 28|  72|  1761|MLB|MLB Baseball
mlb|5786869|01:10 pm|2023-08-20|Denver, CO|White Sox at Rockies|Chicago White Sox at Colorado Rockies|Coors Field|     7|0.611|39.7557|-104.9940|Colorado Rockies|Chicago White Sox|NA|NA| 18| 109|   558|MLB|MLB Baseball
mlb|5786494|01:05 pm|2023-08-26|San Francisco, CA|Braves at Giants|Atlanta Braves at San Francisco Giants|Oracle Park|    22|0.733|37.7786|-122.3890|San Francisco Giants|Atlanta Braves|NA|NA| 49| 152|  1205|MLB|MLB Baseball
mlb|5785372|07:10 pm|2023-08-25|Flushing, NY|Angels at Mets|Los Angeles Angels at New York Mets|Citi Field|     3|0.733|40.7564| -73.8459|New York Mets|Los Angeles Angels|NA|NA| 23|  58|  1757|MLB|MLB Baseball
mlb|5785652|01:10 pm|2023-08-13|Houston, TX|Angels at Astros|Los Angeles Angels at Houston Astros|Minute Maid Park|    20|0.732|29.7562| -95.3557|Houston Astros|Los Angeles Angels|NA|NA| 34| 100|  2372|MLB|MLB Baseball
mlb|5788890|07:07 pm|2023-07-31|Toronto, Canada|Orioles at Blue Jays|Baltimore Orioles at Toronto Blue Jays|Rogers Centre|    17|0.731|43.6422| -79.3909|Toronto Blue Jays|Baltimore Orioles|NA|NA| 14|  52|   518|MLB|MLB Baseball
mlb|5787096|07:10 pm|2023-08-11|Seattle, WA|Orioles at Mariners|Baltimore Orioles at Seattle Mariners|T-Mobile Park|    13|0.728|47.5914|-122.3330|Seattle Mariners|Baltimore Orioles|NA|NA| 23|  72|   695|MLB|MLB Baseball
mlb|5789372|06:15 pm|2023-08-12|Kansas City, MO|Cardinals at Royals|St. Louis Cardinals at Kansas City Royals|Kauffman Stadium|  3714|0.728|39.0515| -94.4803|Kansas City Royals|St. Louis Cardinals|NA|NA| 20| 137|  1085|MLB|MLB Baseball
mlb|5786496|01:05 pm|2023-08-27|San Francisco, CA|Braves at Giants|Atlanta Braves at San Francisco Giants|Oracle Park|    22|0.656|37.7786|-122.3890|San Francisco Giants|Atlanta Braves|NA|NA| 30| 111|  1205|MLB|MLB Baseball
mlb|5786695|06:38 pm|2023-08-08|Anaheim, CA|Giants at Angels|San Francisco Giants at Los Angeles Angels|Angel Stadium of Anaheim|    28|0.727|33.8003|-117.8830|Los Angeles Angels|San Francisco Giants|NA|NA| 10|  36|  4247|MLB|MLB Baseball
mlb|5788039|07:05 pm|2023-07-31|Washington, DC|Brewers at Nationals|Milwaukee Brewers at Washington Nationals|Nationals Park|  3713|0.726|38.8719| -77.0093|Washington Nationals|Milwaukee Brewers|NA|NA| 18|  62|   348|MLB|MLB Baseball
mlb|5787066|06:40 pm|2023-08-08|Seattle, WA|Padres at Mariners|San Diego Padres at Seattle Mariners|T-Mobile Park|    13|0.725|47.5914|-122.3330|Seattle Mariners|San Diego Padres|NA|NA| 21|  61|   580|MLB|MLB Baseball
mlb|5785674|07:10 pm|2023-08-21|Houston, TX|Red Sox at Astros|Boston Red Sox at Houston Astros|Minute Maid Park|    20|0.655|29.7562| -95.3557|Houston Astros|Boston Red Sox|NA|NA| 28|  59|   549|MLB|MLB Baseball
mlb|5786184|07:10 pm|2023-08-08|Boston, MA|Royals at Red Sox|Kansas City Royals at Boston Red Sox|Fenway Park|    21|0.723|42.3456| -71.0983|Boston Red Sox|Kansas City Royals|NA|NA| 34|  76|  1804|MLB|MLB Baseball
mlb|5788077|01:35 pm|2023-08-13|Washington, DC|Athletics at Nationals|Oakland Athletics at Washington Nationals|Nationals Park|  3713|0.604|38.8719| -77.0093|Washington Nationals|Oakland Athletics|NA|NA| 21|  62|118792|MLB|MLB Baseball
mlb|5785636|07:10 pm|2023-07-31|Houston, TX|Guardians at Astros|Cleveland Guardians at Houston Astros|Minute Maid Park|    20|0.722|29.7562| -95.3557|Houston Astros|Cleveland Guardians|NA|NA| 18|  55|   420|MLB|MLB Baseball
mlb|5786847|01:10 pm|2023-08-02|Denver, CO|Padres at Rockies|San Diego Padres at Colorado Rockies|Coors Field|     7|0.720|39.7557|-104.9940|Colorado Rockies|San Diego Padres|NA|NA| 11|  71|   549|MLB|MLB Baseball
mlb|5788856|01:40 pm|2023-08-06|Cincinnati, OH|Nationals at Reds|Washington Nationals at Cincinnati Reds|Great American Ball Park|    26|0.719|39.0974| -84.5071|Cincinnati Reds|Washington Nationals|NA|NA| 22|  55|   301|MLB|MLB Baseball
mlb|5786452|01:05 pm|2023-08-13|San Francisco, CA|Rangers at Giants|Texas Rangers at San Francisco Giants|Oracle Park|    22|0.719|37.7786|-122.3890|San Francisco Giants|Texas Rangers|NA|NA| 36| 114|  1205|MLB|MLB Baseball
mlb|5786446|07:15 pm|2023-08-11|San Francisco, CA|Rangers at Giants|Texas Rangers at San Francisco Giants|Oracle Park|    22|0.719|37.7786|-122.3890|San Francisco Giants|Texas Rangers|NA|NA| 23|  89|  1205|MLB|MLB Baseball
mlb|5786194|07:10 pm|2023-08-10|Boston, MA|Royals at Red Sox|Kansas City Royals at Boston Red Sox|Fenway Park|    21|0.719|42.3456| -71.0983|Boston Red Sox|Kansas City Royals|NA|NA| 27|  79|  1804|MLB|MLB Baseball
mlb|5785288|01:10 pm|2023-08-13|Los Angeles, CA|Rockies at Dodgers|Colorado Rockies at Los Angeles Dodgers|Dodger Stadium|     1|0.719|34.0718|-118.2460|Los Angeles Dodgers|Colorado Rockies|NA|NA| 39|  91|  1761|MLB|MLB Baseball
mlb|5786428|06:45 pm|2023-07-31|San Francisco, CA|Diamondbacks at Giants|Arizona Diamondbacks at San Francisco Giants|Oracle Park|    22|0.718|37.7786|-122.3890|San Francisco Giants|Arizona Diamondbacks|NA|NA| 16|  43|   366|MLB|MLB Baseball
mlb|5786436|06:45 pm|2023-08-02|San Francisco, CA|Diamondbacks at Giants|Arizona Diamondbacks at San Francisco Giants|Oracle Park|    22|0.717|37.7786|-122.3890|San Francisco Giants|Arizona Diamondbacks|NA|NA| 13|  44|116812|MLB|MLB Baseball
mlb|5786697|06:38 pm|2023-08-09|Anaheim, CA|Giants at Angels|San Francisco Giants at Los Angeles Angels|Angel Stadium of Anaheim|    28|0.716|33.8003|-117.8830|Los Angeles Angels|San Francisco Giants|NA|NA| 10|  37|  1004|MLB|MLB Baseball
mlb|5786228|01:35 pm|2023-08-27|Boston, MA|Dodgers at Red Sox|Los Angeles Dodgers at Boston Red Sox|Fenway Park|    21|0.715|42.3456| -71.0983|Boston Red Sox|Los Angeles Dodgers|NA|NA| 65| 152|  1839|MLB|MLB Baseball
mlb|5786188|07:10 pm|2023-08-09|Boston, MA|Royals at Red Sox|Kansas City Royals at Boston Red Sox|Fenway Park|    21|0.715|42.3456| -71.0983|Boston Red Sox|Kansas City Royals|NA|NA| 35|  78|  1804|MLB|MLB Baseball
mlb|5785304|07:15 pm|2023-08-12|Flushing, NY|Braves at Mets|Atlanta Braves at New York Mets|Citi Field|     3|0.715|40.7564| -73.8459|New York Mets|Atlanta Braves|NA|NA| 16|  46|  1204|MLB|MLB Baseball
mlb|5789570|01:10 pm|2023-08-10|Cleveland, OH|Blue Jays at Guardians|Toronto Blue Jays at Cleveland Guardians|Progressive Field|     6|0.647|41.4962| -81.6852|Cleveland Guardians|Toronto Blue Jays|NA|NA| 34|  86|   261|MLB|MLB Baseball
mlb|5785384|12:05 pm|2023-08-27|Flushing, NY|Angels at Mets|Los Angeles Angels at New York Mets|Citi Field|     3|0.714|40.7564| -73.8459|New York Mets|Los Angeles Angels|NA|NA| 18|  62| 12004|MLB|MLB Baseball
mlb|5785314|07:10 pm|2023-08-13|Flushing, NY|Braves at Mets|Atlanta Braves at New York Mets|Citi Field|     3|0.713|40.7564| -73.8459|New York Mets|Atlanta Braves|NA|NA| 18|  55|118792|MLB|MLB Baseball
mlb|5788936|06:40 pm|2023-09-02|Cincinnati, OH|Cubs at Reds|Chicago Cubs at Cincinnati Reds|Great American Ball Park|    26|0.647|39.0974| -84.5071|Cincinnati Reds|Chicago Cubs|NA|NA| 34|  89|   836|MLB|MLB Baseball
mlb|5786434|06:45 pm|2023-08-01|San Francisco, CA|Diamondbacks at Giants|Arizona Diamondbacks at San Francisco Giants|Oracle Park|    22|0.712|37.7786|-122.3890|San Francisco Giants|Arizona Diamondbacks|NA|NA| 15|  39|   333|MLB|MLB Baseball
mlb|5786856|07:15 pm|2023-08-04|St. Louis, MO|Rockies at Cardinals|Colorado Rockies at St. Louis Cardinals|Busch Stadium|    27|0.712|38.6226| -90.1928|St. Louis Cardinals|Colorado Rockies|NA|NA| 14|  35|   776|MLB|MLB Baseball
mlb|5787500|07:15 pm|2023-08-26|Philadelphia, PA|Cardinals at Phillies|St. Louis Cardinals at Philadelphia Phillies|Citizens Bank Park|    18|0.645|39.9055| -75.1666|Philadelphia Phillies|St. Louis Cardinals|NA|NA| 44|  89| 12004|MLB|MLB Baseball
mlb|5789578|07:10 pm|2023-08-19|Cleveland, OH|Tigers at Guardians|Detroit Tigers at Cleveland Guardians|Progressive Field|     6|0.645|41.4962| -81.6852|Cleveland Guardians|Detroit Tigers|NA|NA| 40| 116|   264|MLB|MLB Baseball
mlb|5788043|07:05 pm|2023-08-01|Washington, DC|Brewers at Nationals|Milwaukee Brewers at Washington Nationals|Nationals Park|  3713|0.711|38.8719| -77.0093|Washington Nationals|Milwaukee Brewers|NA|NA| 16|  53|   343|MLB|MLB Baseball
mlb|5786877|06:40 pm|2023-08-28|Denver, CO|Braves at Rockies|Atlanta Braves at Colorado Rockies|Coors Field|     7|0.644|39.7557|-104.9940|Colorado Rockies|Atlanta Braves|NA|NA| 12|  77|   558|MLB|MLB Baseball
mlb|5785036|01:20 pm|2023-08-18|Chicago, IL|Royals at Cubs|Kansas City Royals at Chicago Cubs|Wrigley Field|    11|0.709|41.9475| -87.6562|Chicago Cubs|Kansas City Royals|NA|NA| 23|  72|  6665|MLB|MLB Baseball
mlb|5787242|07:10 pm|2023-08-08|Chicago, IL|Yankees at White Sox|New York Yankees at Chicago White Sox|Guaranteed Rate Field|  3715|0.708|41.8299| -87.6338|Chicago White Sox|New York Yankees|NA|NA| 16| 122|  1093|MLB|MLB Baseball
mlb|5789558|12:05 pm|2023-08-06|Cleveland, OH|White Sox at Guardians|Chicago White Sox at Cleveland Guardians|Progressive Field|     6|0.707|41.4962| -81.6852|Cleveland Guardians|Chicago White Sox|NA|NA| 43|  95|   247|MLB|MLB Baseball
mlb|5788946|07:07 pm|2023-08-15|Toronto, Canada|Phillies at Blue Jays|Philadelphia Phillies at Toronto Blue Jays|Rogers Centre|    17|0.642|43.6422| -79.3909|Toronto Blue Jays|Philadelphia Phillies|NA|NA| 23|  61|  4288|MLB|MLB Baseball
mlb|5787072|06:40 pm|2023-08-09|Seattle, WA|Padres at Mariners|San Diego Padres at Seattle Mariners|T-Mobile Park|    13|0.707|47.5914|-122.3330|Seattle Mariners|San Diego Padres|NA|NA| 20|  58|   574|MLB|MLB Baseball
mlb|5788874|12:35 pm|2023-08-09|Cincinnati, OH|Marlins at Reds|Miami Marlins at Cincinnati Reds|Great American Ball Park|    26|0.642|39.0974| -84.5071|Cincinnati Reds|Miami Marlins|NA|NA| 21|  44|   384|MLB|MLB Baseball
mlb|5787590|06:40 pm|2023-08-25|Phoenix, AZ|Reds at Diamondbacks|Cincinnati Reds at Arizona Diamondbacks|Chase Field|    30|0.592|33.4453|-112.0670|Arizona Diamondbacks|Cincinnati Reds|NA|NA| 21| 100|   364|MLB|MLB Baseball
mlb|5785278|07:10 pm|2023-08-10|Los Angeles, CA|Rockies at Dodgers|Colorado Rockies at Los Angeles Dodgers|Dodger Stadium|     1|0.705|34.0718|-118.2460|Los Angeles Dodgers|Colorado Rockies|NA|NA| 27|  66|  1761|MLB|MLB Baseball
mlb|5788069|07:05 pm|2023-08-12|Washington, DC|Athletics at Nationals|Oakland Athletics at Washington Nationals|Nationals Park|  3713|0.640|38.8719| -77.0093|Washington Nationals|Oakland Athletics|NA|NA| 29|  73|   464|MLB|MLB Baseball
mlb|5786851|06:45 pm|2023-08-03|St. Louis, MO|Twins at Cardinals|Minnesota Twins at St. Louis Cardinals|Busch Stadium|    27|0.704|38.6226| -90.1928|St. Louis Cardinals|Minnesota Twins|NA|NA| 12|  38|   588|MLB|MLB Baseball
mlb|5786032|01:35 pm|2023-08-20|Atlanta, GA|Giants at Braves|San Francisco Giants at Atlanta Braves|Truist Park|418889|0.704|33.8897| -84.4654|Atlanta Braves|San Francisco Giants|NA|NA| 24|  80|  1312|MLB|MLB Baseball
mlb|5788886|06:40 pm|2023-08-16|Cincinnati, OH|Guardians at Reds|Cleveland Guardians at Cincinnati Reds|Great American Ball Park|    26|0.637|39.0974| -84.5071|Cincinnati Reds|Cleveland Guardians|NA|NA| 29|  54|   489|MLB|MLB Baseball
mlb|5785378|06:10 pm|2023-09-02|Los Angeles, CA|Braves at Dodgers|Atlanta Braves at Los Angeles Dodgers|Dodger Stadium|     1|0.676|34.0718|-118.2460|Los Angeles Dodgers|Atlanta Braves|NA|NA| 56| 140|  1985|MLB|MLB Baseball
mlb|5788484|01:10 pm|2023-08-06|Milwaukee, WI|Pirates at Brewers|Pittsburgh Pirates at Milwaukee Brewers|American Family Field|    15|0.701|43.0296| -87.9725|Milwaukee Brewers|Pittsburgh Pirates|NA|NA| 16|  45|118792|MLB|MLB Baseball
mlb|5787462|01:35 pm|2023-08-13|Philadelphia, PA|Twins at Phillies|Minnesota Twins at Philadelphia Phillies|Citizens Bank Park|    18|0.701|39.9055| -75.1666|Philadelphia Phillies|Minnesota Twins|NA|NA| 32|  61|   695|MLB|MLB Baseball
mlb|5787819|06:40 pm|2023-08-25|Saint Petersburg, FL|Yankees at Rays|New York Yankees at Tampa Bay Rays|Tropicana Field|     4|0.700|27.7682| -82.6534|Tampa Bay Rays|New York Yankees|NA|NA| 63| 114|  1730|MLB|MLB Baseball
mlb|5788105|07:05 pm|2023-08-18|Washington, DC|Phillies at Nationals|Philadelphia Phillies at Washington Nationals|Nationals Park|  3713|0.634|38.8719| -77.0093|Washington Nationals|Philadelphia Phillies|NA|NA| 18|  78|   510|MLB|MLB Baseball
mlb|5786026|03:05 pm|2023-09-04|Arlington, TX|Astros at Rangers|Houston Astros at Texas Rangers|Globe Life Field|487468|0.699|32.7472| -97.0838|Texas Rangers|Houston Astros|NA|NA| 45| 118|  9407|MLB|MLB Baseball
mlb|5786843|06:40 pm|2023-07-31|Denver, CO|Padres at Rockies|San Diego Padres at Colorado Rockies|Coors Field|     7|0.699|39.7557|-104.9940|Colorado Rockies|San Diego Padres|NA|NA| 13|  72|   549|MLB|MLB Baseball
mlb|5786838|06:45 pm|2023-08-01|St. Louis, MO|Twins at Cardinals|Minnesota Twins at St. Louis Cardinals|Busch Stadium|    27|0.698|38.6226| -90.1928|St. Louis Cardinals|Minnesota Twins|NA|NA| 12|  36|   494|MLB|MLB Baseball
mlb|5789368|07:10 pm|2023-08-11|Kansas City, MO|Cardinals at Royals|St. Louis Cardinals at Kansas City Royals|Kauffman Stadium|  3714|0.698|39.0515| -94.4803|Kansas City Royals|St. Louis Cardinals|NA|NA| 30| 129|   580|MLB|MLB Baseball
mlb|5788934|01:37 pm|2023-08-13|Toronto, Canada|Cubs at Blue Jays|Chicago Cubs at Toronto Blue Jays|Rogers Centre|    17|0.697|43.6422| -79.3909|Toronto Blue Jays|Chicago Cubs|NA|NA| 34|  83|  5044|MLB|MLB Baseball
mlb|5786488|07:15 pm|2023-08-25|San Francisco, CA|Braves at Giants|Atlanta Braves at San Francisco Giants|Oracle Park|    22|0.697|37.7786|-122.3890|San Francisco Giants|Atlanta Braves|NA|NA| 30|  95|  1205|MLB|MLB Baseball
mlb|5786262|05:40 pm|2023-08-16|San Diego, CA|Orioles at Padres|Baltimore Orioles at San Diego Padres|Petco Park|    24|0.696|32.7076|-117.1570|San Diego Padres|Baltimore Orioles|NA|NA| 34|  70|  6005|MLB|MLB Baseball
mlb|5786887|06:40 pm|2023-08-30|Denver, CO|Braves at Rockies|Atlanta Braves at Colorado Rockies|Coors Field|     7|0.585|39.7557|-104.9940|Colorado Rockies|Atlanta Braves|NA|NA| 11|  79|  6359|MLB|MLB Baseball
mlb|5788317|07:05 pm|2023-08-12|Pittsburgh, PA|Reds at Pirates|Cincinnati Reds at Pittsburgh Pirates|PNC Park|    10|0.696|40.4472| -80.0064|Pittsburgh Pirates|Cincinnati Reds|NA|NA| 33|  86|   671|MLB|MLB Baseball
mlb|5785040|01:20 pm|2023-08-20|Chicago, IL|Royals at Cubs|Kansas City Royals at Chicago Cubs|Wrigley Field|    11|0.695|41.9475| -87.6562|Chicago Cubs|Kansas City Royals|NA|NA| 30|  86|  6665|MLB|MLB Baseball
mlb|5787414|06:40 pm|2023-08-07|Philadelphia, PA|Nationals at Phillies|Washington Nationals at Philadelphia Phillies|Citizens Bank Park|    18|0.693|39.9055| -75.1666|Philadelphia Phillies|Washington Nationals|NA|NA| 13|  60|   509|MLB|MLB Baseball
mlb|5786845|06:40 pm|2023-08-01|Denver, CO|Padres at Rockies|San Diego Padres at Colorado Rockies|Coors Field|     7|0.691|39.7557|-104.9940|Colorado Rockies|San Diego Padres|NA|NA| 14|  68|   549|MLB|MLB Baseball
mlb|5785660|06:10 pm|2023-08-19|Houston, TX|Mariners at Astros|Seattle Mariners at Houston Astros|Minute Maid Park|    20|0.691|29.7562| -95.3557|Houston Astros|Seattle Mariners|NA|NA| 32|  95|   640|MLB|MLB Baseball
mlb|5787244|07:10 pm|2023-08-09|Chicago, IL|Yankees at White Sox|New York Yankees at Chicago White Sox|Guaranteed Rate Field|  3715|0.690|41.8299| -87.6338|Chicago White Sox|New York Yankees|NA|NA| 15| 125|   935|MLB|MLB Baseball
mlb|5788377|06:40 pm|2023-08-24|Minneapolis, MN|Rangers at Twins|Texas Rangers at Minnesota Twins|Target Field|  3712|0.580|44.9817| -93.2776|Minnesota Twins|Texas Rangers|NA|NA| 25|  62|214749|MLB|MLB Baseball
mlb|5786088|07:20 pm|2023-09-08|Atlanta, GA|Pirates at Braves|Pittsburgh Pirates at Atlanta Braves|Truist Park|418889|0.688|33.8897| -84.4654|Atlanta Braves|Pittsburgh Pirates|NA|NA| 27|  95|   934|MLB|MLB Baseball
mlb|5785666|12:05 pm|2023-08-20|Houston, TX|Mariners at Astros|Seattle Mariners at Houston Astros|Minute Maid Park|    20|0.628|29.7562| -95.3557|Houston Astros|Seattle Mariners|NA|NA| 22|  69|   610|MLB|MLB Baseball
mlb|5788480|07:10 pm|2023-08-04|Milwaukee, WI|Pirates at Brewers|Pittsburgh Pirates at Milwaukee Brewers|American Family Field|    15|0.688|43.0296| -87.9725|Milwaukee Brewers|Pittsburgh Pirates|NA|NA| 13|  36| 12724|MLB|MLB Baseball
mlb|5787823|01:40 pm|2023-08-27|Saint Petersburg, FL|Yankees at Rays|New York Yankees at Tampa Bay Rays|Tropicana Field|     4|0.628|27.7682| -82.6534|Tampa Bay Rays|New York Yankees|NA|NA| 82| 150| 11883|MLB|MLB Baseball
mlb|5786340|06:40 pm|2023-09-05|San Diego, CA|Phillies at Padres|Philadelphia Phillies at San Diego Padres|Petco Park|    24|0.628|32.7076|-117.1570|San Diego Padres|Philadelphia Phillies|NA|NA| 54|  95|   460|MLB|MLB Baseball
mlb|5785678|07:10 pm|2023-08-23|Houston, TX|Red Sox at Astros|Boston Red Sox at Houston Astros|Minute Maid Park|    20|0.627|29.7562| -95.3557|Houston Astros|Boston Red Sox|NA|NA| 26|  73|   580|MLB|MLB Baseball
