league|time|date|city|title|full|venue|ven_id|score|lat|long|t1|t2|t3|t4|low|med|high|name|xname|id
ncaa_basketball|03:00 pm|2022-11-25|New Orleans, LA|Denver Pioneers Basketball at New Orleans Privateers Basketball|Denver Pioneers Basketball at New Orleans Privateers Basketball|UNO Lakefront Arena|  1296|0.372|30.0301| -90.0505|IUPUI Jaguars Basketball|New Orleans Privateers Basketball|The Citadel Bulldogs Basketball|Denver Pioneers Basketball| 17|  38|    60|NCAA BB|College Basketball| 964
ncaa_basketball|06:00 pm|2022-11-25|Charlottesville, VA|Maryland Eastern Shore at Virginia|Maryland Eastern Shore Hawks at Virginia Cavaliers Basketball|John Paul Jones Arena|    90|0.585|38.0463| -78.5074|Virginia Cavaliers Basketball|Maryland Eastern Shore Hawks Basketball|NA|NA| 18|  47|   238|NCAA BB|College Basketball| 965
ncaa_basketball|07:00 pm|2022-11-22|Tempe, AZ|Grambling State at Arizona State|Grambling Tigers at Arizona State Sun Devils Basketball|Desert Financial Arena|  5150|0.409|33.4246|-111.9310|Arizona State Sun Devils Basketball|Grambling Tigers Basketball|NA|NA| 13|  42|   236|NCAA BB|College Basketball| 966
ncaa_basketball|07:00 pm|2022-12-13|Salt Lake City, UT|UTSA Roadrunners at Utah Utes Basketball|UTSA Roadrunners at Utah Utes Basketball|Jon M. Huntsman Center|  4255|0.372|40.7621|-111.8390|Utah Utes Basketball|UTSA Roadrunners Basketball|NA|NA|  9|  35|   129|NCAA BB|College Basketball| 967
ncaa_basketball|09:00 pm|2022-11-15|Mobile, AL|Alabama at South Alabama|Alabama Crimson Tide at South Alabama Jaguars Basketball|Mitchell Center|  3993|0.471|30.6922| -88.1796|South Alabama Jaguars Basketball|Alabama Crimson Tide Basketball|NA|NA| 26|  42|   400|NCAA BB|College Basketball| 968
ncaa_basketball|07:00 pm|2022-12-09|Bronx, NY|Binghamton at Fordham|Binghamton Bearcats at Fordham Rams Basketball|Rose Hill Gym|  4188|0.371|40.8612| -73.8892|Fordham Rams Basketball|Binghamton Bearcats Basketball|NA|NA| 32|  51|    76|NCAA BB|College Basketball| 969
ncaa_basketball|01:00 pm|2022-12-04|Birmingham, AL|South Alabama at UAB|South Alabama Jaguars at UAB Blazers Basketball|Bartow Arena|  3487|0.371|33.5013| -86.8095|UAB Blazers Basketball|South Alabama Jaguars Basketball|NA|NA| 28|  43|   102|NCAA BB|College Basketball| 970
ncaa_basketball|03:30 am|2022-12-11|Brooklyn, NY|2022 Basketball Hall of Fame Invitational|2022 Basketball Hall of Fame Invitational|Barclays Center|  7546|0.580|40.6827| -73.9753|Hall of Fame Classic|Tennessee Volunteers Basketball|Basketball Hall of Fame Invitational|NA| 38|  61|   378|NCAA BB|College Basketball| 971
ncaa_basketball|08:00 pm|2022-11-29|Iowa City, IA|Georgia Tech at Iowa|Georgia Tech Yellow Jackets at Iowa Hawkeyes Basketball|Carver-Hawkeye Arena|  3467|0.578|41.6639| -91.5545|Iowa Hawkeyes Basketball|Georgia Tech Yellow Jackets Basketball|NA|NA| 24|  54|   395|NCAA BB|College Basketball| 972
ncaa_basketball|07:00 pm|2022-11-16|Provo, UT|Missouri State at BYU|Missouri State Bears at BYU Cougars Basketball|Marriott Center|  4134|0.370|40.2541|-111.6490|BYU Cougars Basketball|Missouri State Bears Basketball|NA|NA|  8|  40|   112|NCAA BB|College Basketball| 973
ncaa_basketball|03:00 pm|2022-12-10|Normal, IL|SIUE at Illinois State|SIU Edwardsville Cougars at Illinois State Redbirds Basketball|Redbird Arena|  2147|0.369|40.5099| -88.9975|Illinois State Redbirds Basketball|SIU Edwardsville Cougars Basketball|NA|NA| 36|  36|    52|NCAA BB|College Basketball| 974
ncaa_basketball|12:00 pm|2022-11-25|Portland, OR|Phil Knight Legacy - Session C (Mens)|Phil Knight Legacy - Session C (Mens)|Moda Center|   256|0.470|45.5316|-122.6670|Phil Knight Legacy|NA|NA|NA| 70| 121|   632|NCAA BB|College Basketball| 975
ncaa_basketball|02:00 pm|2022-12-10|Houston, TX|Alabama at Houston|Alabama Crimson Tide at Houston Cougars Basketball|Fertitta Center|  3489|0.575|29.7247| -95.3469|Houston Cougars Basketball|Alabama Crimson Tide Basketball|NA|NA| 63| 129|   642|NCAA BB|College Basketball| 976
ncaa_basketball|07:00 pm|2022-11-14|Los Angeles, CA|Norfolk State at UCLA|Norfolk State Spartans at UCLA Bruins Basketball|Pauley Pavilion|  3483|0.469|34.0703|-118.4470|UCLA Bruins Basketball|Norfolk State Spartans Basketball|NA|NA|  9|  52|   465|NCAA BB|College Basketball| 977
ncaa_basketball|11:00 am|2022-11-12|Washington, DC|Green Bay at Georgetown|Green Bay Phoenix at Georgetown Hoyas Basketball|Capital One Arena|   181|0.575|38.8981| -77.0209|Georgetown Hoyas Basketball|Green Bay Phoenix Basketball|NA|NA| 24|  61|   307|NCAA BB|College Basketball| 978
ncaa_basketball|06:00 pm|2022-12-03|Highland Heights, KY|Robert Morris Colonials at Northern Kentucky Norse Basketball|Robert Morris Colonials at Northern Kentucky Norse Basketball|Truist Arena|  1350|0.367|39.0320| -84.4591|Northern Kentucky Norse Basketball|Robert Morris Colonials Basketball|NA|NA| 23|  44|   142|NCAA BB|College Basketball| 979
ncaa_basketball|02:00 pm|2022-11-13|Starkville, MS|UAPB at Mississippi State|Arkansas Pine Bluff Golden Lions at Mississippi State Bulldogs Basketball|Humphrey Coliseum|  3433|0.367|33.4595| -88.7896|Mississippi State Bulldogs Basketball|Arkansas Pine Bluff Golden Lions Basketball|NA|NA|  5|  36|    75|NCAA BB|College Basketball| 980
ncaa_basketball|07:00 pm|2022-11-23|Orlando, FL|Evansville at UCF|Evansville Purple Aces at UCF Knights Basketball|Addition Financial Arena|  5595|0.366|28.6072| -81.1974|UCF Knights Basketball|Evansville Purple Aces Basketball|NA|NA|  7|  46|   201|NCAA BB|College Basketball| 981
ncaa_basketball|12:00 pm|2022-11-27|Chestnut Hill, MA|Rhode Island at Boston College|Rhode Island Rams at Boston College Eagles Basketball|Silvio O. Conte Forum|  3488|0.468|42.3351| -71.1677|Boston College Eagles Basketball|Rhode Island Rams Basketball|NA|NA|  9|  17|    62|NCAA BB|College Basketball| 982
ncaa_basketball|06:30 pm|2022-12-18|Dallas, TX|Pac-12 Coast-to-Coast Challenge: Session 2|Pac-12 Coast-to-Coast Challenge: Session 2 - Baylor (Women) vs Arizona & Baylor (Men) vs Washington St|American Airlines Center|   117|0.468|32.7904| -96.8103|Pac-12 Coast-to-Coast Challenge|Washington State Cougars Basketball|Baylor Bears Womens Basketball|Arizona Wildcats Womens Basketball| 66| 110|  1140|NCAA BB|College Basketball| 983
ncaa_basketball|02:00 pm|2022-12-11|Manhattan, KS|UIW at Kansas State|Incarnate Word Cardinals at Kansas State Wildcats Basketball|Bramlage Coliseum|  3464|0.468|39.2004| -96.5938|Kansas State Wildcats Basketball|Incarnate Word Cardinals Basketball|NA|NA| 18|  52|   142|NCAA BB|College Basketball| 984
ncaa_basketball|08:30 pm|2022-11-16|Austin, TX|Gonzaga at Texas|Gonzaga Bulldogs at Texas Longhorns Basketball|Moody Center ATX|518721|0.801|30.2805| -97.7318|Texas Longhorns Basketball|Gonzaga Bulldogs Basketball|NA|NA|197| 317|  1080|NCAA BB|College Basketball| 985
ncaa_basketball|02:00 pm|2022-12-03|Cheney, WA|North Dakota State at Eastern Washington|North Dakota State Bison at Eastern Washington Eagles Basketball|Reese Court|  4183|0.467|47.4914|-117.5890|Eastern Washington Eagles Basketball|North Dakota State Bison Basketball|NA|NA| 18|  18|    74|NCAA BB|College Basketball| 986
ncaa_basketball|08:00 pm|2022-12-07|Blacksburg, VA|Dayton at Virginia Tech|Dayton Flyers at Virginia Tech Hokies Basketball|Cassell Coliseum|  3460|0.568|37.2230| -80.4196|Virginia Tech Hokies Basketball|Dayton Flyers Basketball|NA|NA| 30|  72|   670|NCAA BB|College Basketball| 987
ncaa_basketball|01:00 pm|2022-11-22|Fairfield, CT|NJIT at Sacred Heart|NJIT Highlanders at Sacred Heart Pioneers Basketball|William H Pitt Health And Recreation Center at Sacred Heart University|  4232|0.364|41.1400| -73.2400|Sacred Heart Pioneers Basketball|NJIT Highlanders Basketball|NA|NA| 17|  50|   119|NCAA BB|College Basketball| 988
ncaa_basketball|07:00 pm|2022-12-07|Phoenix, AZ|Loyola Marymount at Grand Canyon|Loyola Marymount Lions at Grand Canyon Lopes Basketball|Grand Canyon University Arena|  6281|0.363|33.5095|-112.1300|Grand Canyon Lopes Basketball|Loyola Marymount Lions Basketball|NA|NA| 32|  52|   400|NCAA BB|College Basketball| 989
ncaa_basketball|06:00 pm|2022-11-11|Annapolis, MD|Veterans Classic: Houston vs Saint Josephs & Princeton vs Navy|Veterans Classic: Houston vs Saint Josephs & Princeton vs Navy|Alumni Hall - Navy|  4146|0.466|38.9836| -76.4878|Veterans Classic Basketball Tournament|Princeton Tigers Basketball|Saint Josephs Hawks Basketball|Houston Cougars Basketball| 35|  68|   104|NCAA BB|College Basketball| 990
ncaa_basketball|08:00 pm|2022-11-10|Omaha, NE|North Dakota at Creighton|North Dakota Fighting Hawks at Creighton Bluejays Basketball|CHI Health Center Omaha|   107|0.466|41.2631| -95.9292|Creighton Bluejays Basketball|North Dakota Fighting Hawks Basketball|NA|NA|  6|  53|   691|NCAA BB|College Basketball| 991
ncaa_basketball|08:00 pm|2022-12-10|Norfolk, VA|Gardner-Webb at Old Dominion|Gardner-Webb Runnin' Bulldogs at Old Dominion Monarchs Basketball|Chartway Arena at the Ted Constant Convocation Center|  3692|0.363|36.8841| -76.3014|Old Dominion Monarchs Basketball|Gardner-Webb Runnin' Bulldogs Basketball|NA|NA| 62|  80|   107|NCAA BB|College Basketball| 992
ncaa_basketball|01:00 pm|2022-12-10|Philadelphia, PA|Saint Peter's at Saint Josephs|Saint Peter's Peacocks at Saint Josephs Hawks Basketball|Michael J. Hagan '85 Arena|  3478|0.466|39.9957| -75.2351|Saint Josephs Hawks Basketball|Saint Peter's Peacocks Basketball|NA|NA| 49|  81|   199|NCAA BB|College Basketball| 993
ncaa_basketball|07:00 pm|2022-12-09|Colorado Springs, CO|Arkansas State at Air Force|Arkansas State Red Wolves at Air Force Falcons Basketball|Clune Arena|  4209|0.362|39.0136|-104.8840|Air Force Falcons Basketball|Arkansas State Red Wolves Basketball|NA|NA| 30|  60|    79|NCAA BB|College Basketball| 994
ncaa_basketball|03:00 pm|2022-11-26|Mobile, AL|Towson Tigers at South Alabama Jaguars Mens Basketball|Towson Tigers at South Alabama Jaguars Mens Basketball|Mitchell Center|  3993|0.362|30.6922| -88.1796|South Alabama Jaguars Basketball|NA|NA|NA| 57|  59|    62|NCAA BB|College Basketball| 995
ncaa_basketball|06:00 pm|2022-12-18|Las Vegas, NV|Boost Mobile HBCU Challenge: Norfolk St vs North Carolina A&T & Texas Southern vs Hampton|Boost Mobile HBCU Challenge: Norfolk St vs North Carolina A&T & Texas Southern vs Hampton|MGM Grand Garden Arena|   142|0.362|36.1026|-115.1700|Norfolk State Spartans Basketball|Hampton Pirates Basketball|North Carolina A&T Aggies Basketball|Texas Southern Tigers Basketball| 60|  71|    95|NCAA BB|College Basketball| 996
ncaa_basketball|08:30 pm|2022-12-07|Providence, RI|Manhattan at Providence|Manhattan Jaspers at Providence Friars Basketball|Amica Mutual Pavilion|   805|0.400|41.8236| -71.4180|Providence Friars Basketball|Manhattan Jaspers Basketball|NA|NA|  5|  35|   395|NCAA BB|College Basketball| 997
ncaa_basketball|07:00 pm|2022-12-16|Tulsa, OK|Mississippi Valley State at Tulsa|Mississippi Valley State Delta Devils at Tulsa Golden Hurricane Basketball|Reynolds Center|  3449|0.361|36.1490| -95.9421|Tulsa Golden Hurricane Basketball|Mississippi Valley State Delta Devils Basketball|NA|NA| 85|  86|    88|NCAA BB|College Basketball| 998
ncaa_basketball|01:00 pm|2022-11-25|Pullman, WA|Detroit at Washington State|Detroit Mercy Titans at Washington State Cougars Basketball|Beasley Coliseum|  3481|0.361|46.7352|-117.1580|Washington State Cougars Basketball|Detroit Mercy Titans Basketball|NA|NA| 26|  36|    69|NCAA BB|College Basketball| 999
ncaa_basketball|04:30 pm|2022-11-27|Portland, OR|PKI - Phil Knight Invitational - Session F: Championships (Mens & Womens)|PKI - Phil Knight Invitational - Session F: Championships (Mens & Womens)|Moda Center|   256|0.463|45.5316|-122.6670|PKI - Phil Knight Invitational|NA|NA|NA| 87| 170|   859|NCAA BB|College Basketball|1000
ncaa_basketball|01:00 pm|2022-12-03|Starkville, MS|Mississippi Valley State at Mississippi State|Mississippi Valley State Delta Devils at Mississippi State Bulldogs Basketball|Humphrey Coliseum|  3433|0.399|33.4595| -88.7896|Mississippi State Bulldogs Basketball|Mississippi Valley State Delta Devils Basketball|NA|NA|  8|  37|   194|NCAA BB|College Basketball|1001
ncaa_basketball|07:00 pm|2022-11-18|Arlington, TX|Nevada at UT Arlington|Nevada Wolf Pack at UT Arlington Mavericks Basketball|College Park Center|  7043|0.361|32.7306| -97.1080|UT Arlington Mavericks Basketball|Nevada Wolf Pack Basketball|NA|NA| 19|  19|    20|NCAA BB|College Basketball|1002
ncaa_basketball|06:00 pm|2022-12-17|Baton Rouge, LA|Winthrop Eagles at LSU Tigers Basketball|Winthrop Eagles at LSU Tigers Basketball|Pete Maravich Assembly Center|  3480|0.462|30.4173| -91.1856|LSU Tigers Basketball|Winthrop Eagles Basketball|NA|NA|  8|  24|   164|NCAA BB|College Basketball|1003
ncaa_basketball|02:00 pm|2022-12-03|Tulsa, OK|Oral Roberts at Tulsa|Oral Roberts Golden Eagles at Tulsa Golden Hurricane Basketball|Reynolds Center|  3449|0.361|36.1490| -95.9421|Tulsa Golden Hurricane Basketball|Oral Roberts Golden Eagles Basketball|NA|NA| 85|  85|    88|NCAA BB|College Basketball|1004
ncaa_basketball|07:00 pm|2022-11-15|Kingston, RI|Stony Brook at Rhode Island|Stony Brook Seawolves at Rhode Island Rams Basketball|Ryan Center|  1313|0.360|41.4882| -71.5366|Rhode Island Rams Basketball|Stony Brook Seawolves Basketball|NA|NA| 17|  48|   168|NCAA BB|College Basketball|1005
ncaa_basketball|07:00 pm|2022-11-20|Houston, TX|Western Michigan at Georgia Southern|Western Michigan Broncos at Georgia Southern Eagles Basketball|Tudor Fieldhouse|  3434|0.359|29.7163| -95.4049|Georgia Southern Eagles Basketball|Western Michigan Broncos Basketball|NA|NA| 38|  58|    78|NCAA BB|College Basketball|1006
ncaa_basketball|07:00 pm|2022-11-14|Houston, TX|Oral Roberts at Houston|Oral Roberts Golden Eagles at Houston Cougars Basketball|Fertitta Center|  3489|0.359|29.7247| -95.3469|Houston Cougars Basketball|Oral Roberts Golden Eagles Basketball|NA|NA|  9|  18|    92|NCAA BB|College Basketball|1007
ncaa_basketball|02:00 pm|2022-11-26|Fairfax, VA|Queens Royals at George Mason Patriots Basketball|Queens Royals at George Mason Patriots Basketball|EagleBank Arena|   804|0.358|38.8462| -77.3064|George Mason Patriots Basketball|Queens Royals Basketball|NA|NA| 30|  51|   395|NCAA BB|College Basketball|1008
ncaa_basketball|03:00 pm|2022-11-25|Mobile, AL|Evansville Purple Aces at South Alabama Jaguars Mens Basketball|Evansville Purple Aces at South Alabama Jaguars Mens Basketball|Mitchell Center|  3993|0.358|30.6922| -88.1796|South Alabama Jaguars Basketball|NA|NA|NA| 59|  59|    62|NCAA BB|College Basketball|1009
ncaa_basketball|07:00 pm|2022-12-14|Auburn, AL|Georgia State at Auburn|Georgia State Panthers at Auburn Tigers Basketball|Neville Arena|  3455|0.560|32.6028| -85.4925|Auburn Tigers Basketball|Georgia State Panthers Basketball|NA|NA| 64| 137|  1640|NCAA BB|College Basketball|1010
ncaa_basketball|06:00 pm|2022-11-15|Stanford, CA|San Diego State at Stanford|San Diego State Aztecs at Stanford Cardinal Basketball|Maples Pavilion|  3468|0.559|37.4296|-122.1610|Stanford Cardinal Basketball|San Diego State Aztecs Basketball|NA|NA| 37|  52|   109|NCAA BB|College Basketball|1011
ncaa_basketball|07:00 pm|2022-12-08|Boulder, CO|Colorado State at Colorado|Colorado State Rams at Colorado Buffaloes Basketball	|CU Events Center|  3427|0.559|40.0048|-105.2620|Colorado Buffaloes Basketball|Colorado State Rams Basketball|NA|NA| 42|  95|   240|NCAA BB|College Basketball|1012
ncaa_basketball|07:00 pm|2022-12-10|Laramie, WY|Louisiana Tech at Wyoming|Louisiana Tech Bulldogs at Wyoming Cowboys Basketball|Arena-Auditorium|  4193|0.357|41.3133|-105.5690|Wyoming Cowboys Basketball|Louisiana Tech Bulldogs Basketball|NA|NA| 36|  46|    76|NCAA BB|College Basketball|1013
ncaa_basketball|05:30 pm|2022-12-10|Baltimore, MD|Morgan State at UMBC|Morgan State Bears at UMBC Retrievers Basketball|Chesapeake Employers Insurance Arena|437845|0.357|39.2556| -76.7110|UMBC Retrievers Basketball|Morgan State Bears Basketball|NA|NA| 20|  54|   113|NCAA BB|College Basketball|1014
ncaa_basketball|07:00 pm|2022-12-06|Chestnut Hill, MA|New Hampshire at Boston College|New Hampshire Wildcats at Boston College Eagles Basketball|Silvio O. Conte Forum|  3488|0.357|42.3351| -71.1677|Boston College Eagles Basketball|New Hampshire Wildcats Basketball|NA|NA|  8|  14|    47|NCAA BB|College Basketball|1015
ncaa_basketball|07:00 pm|2022-11-11|Greenville, SC|Belmont at Furman|Belmont Bruins at Furman Paladins Basketball|Timmons Arena|  2310|0.357|34.9250| -82.4332|Furman Paladins Basketball|Belmont Bruins Basketball|NA|NA| 17|  28|    63|NCAA BB|College Basketball|1016
ncaa_basketball|12:00 pm|2022-12-10|Los Angeles, CA|Denver at UCLA|Denver Pioneers at UCLA Bruins Basketball|Pauley Pavilion|  3483|0.558|34.0703|-118.4470|UCLA Bruins Basketball|Denver Pioneers Basketball|NA|NA| 28|  69|   677|NCAA BB|College Basketball|1017
ncaa_basketball|05:00 pm|2022-12-03|Portland, OR|North Dakota at Portland|North Dakota Fighting Hawks at Portland Pilots Basketball|Chiles Center|  5169|0.355|45.5736|-122.7280|Portland Pilots Basketball|North Dakota Fighting Hawks Basketball|NA|NA| 20|  51|    72|NCAA BB|College Basketball|1018
ncaa_basketball|02:00 pm|2022-11-13|Asheville, NC|Asheville Championship|Asheville Championship|Harrah's Cherokee Center - Asheville|  1486|0.355|35.5985| -82.5531|Asheville Championship|NA|NA|NA| 42| 104|   423|NCAA BB|College Basketball|1019
ncaa_basketball|07:00 pm|2022-12-07|Boca Raton, FL|FGCU at Florida Atlantic|Florida Gulf Coast Eagles at Florida Atlantic Owls Basketball|Abessinio Court at FAU Arena|  6050|0.354|26.3738| -80.1019|Florida Atlantic Owls Basketball|Florida Gulf Coast Eagles Basketball|NA|NA| 54|  54|    72|NCAA BB|College Basketball|1020
ncaa_basketball|07:00 pm|2022-11-18|Cleveland, OH|UAPB at Cleveland State|Arkansas Pine Bluff Golden Lions at Cleveland State Vikings Basketball|Wolstein Center|   802|0.353|41.4994| -81.6769|Cleveland State Vikings Basketball|Arkansas Pine Bluff Golden Lions Basketball|NA|NA| 43|  43|    43|NCAA BB|College Basketball|1021
ncaa_basketball|05:30 pm|2022-11-16|Moraga, CA|Southern University at Saint Mary's|Southern Jaguars at Saint Mary's Gaels Basketball|University Credit Union Pavilion|  4219|0.353|37.8413|-122.1100|Saint Mary's Gaels Basketball|Southern Jaguars Basketball|NA|NA| 13|  33|    72|NCAA BB|College Basketball|1022
ncaa_basketball|06:00 pm|2022-11-14|Salt Lake City, UT|Idaho State Bengals at Utah Utes Basketball|Idaho State Bengals at Utah Utes Basketball|Jon M. Huntsman Center|  4255|0.353|40.7621|-111.8390|Utah Utes Basketball|Idaho State Bengals Basketball|NA|NA|  8|  35|   137|NCAA BB|College Basketball|1023
ncaa_basketball|01:00 pm|2022-11-26|Oxford, OH|Little Rock at Miami (OH)|Little Rock Trojans at Miami (OH) RedHawks Basketball|Millett Hall|  4176|0.353|39.5171| -84.7346|Miami (OH) RedHawks Basketball|Little Rock Trojans Basketball|NA|NA| 24|  24|    76|NCAA BB|College Basketball|1024
ncaa_basketball|07:37 pm|2022-11-16|Omaha, NE|Ball State at Omaha|Ball State Cardinals at Omaha Mavericks Basketball|Baxter Arena| 78765|0.455|41.2362| -96.0129|Omaha Mavericks Basketball|Ball State Cardinals Basketball|NA|NA| 28|  44|   162|NCAA BB|College Basketball|1025
